code;id;state;region;province;location;station;dataset;filename;frequency;longitude;latitude;elevation
000001;;SE;;;;VAEXJOE                                     ;eca;RR_STAID000001;01d;14.800000000;56.866666667;166
000002;;SE;;;;FALUN                                       ;eca;RR_STAID000002;01d;15.616666667;60.616666667;160
000003;;SE;;;;STENSELE                                    ;eca;RR_STAID000003;01d;17.166388889;65.066666667;325
000004;;SE;;;;LINKOEPING                                  ;eca;RR_STAID000004;01d;15.533055556;58.400000000;93
000005;;SE;;;;LINKOEPING-MALMSLAETT                       ;eca;RR_STAID000005;01d;15.533055556;58.400000000;93
000006;;SE;;;;KARLSTAD                                    ;eca;RR_STAID000006;01d;13.466666667;59.350000000;46
000007;;SE;;;;KARLSTAD-AIRPORT                            ;eca;RR_STAID000007;01d;13.337500000;59.444444444;107
000008;;SE;;;;OESTERSUND                                  ;eca;RR_STAID000008;01d;14.483055556;63.183055556;376
000009;;SE;;;;OESTERSUND-FROESOEN                         ;eca;RR_STAID000009;01d;14.483055556;63.183055556;376
000010;;SE;;;;STOCKHOLM                                   ;eca;RR_STAID000010;01d;18.050000000;59.350000000;44
000011;;AT;;;;KREMSMUENSTER (TAWES)                       ;eca;RR_STAID000011;01d;14.130833333;48.055000000;382
000012;;AT;;;;GRAZ-UNIVERSITAET                           ;eca;RR_STAID000012;01d;15.448888889;47.077777778;367
000013;;AT;;;;INNSBRUCK-UNIV                              ;eca;RR_STAID000013;01d;11.384166667;47.260000000;578
000014;;AT;;;;SALZBURG-FLUGHAFEN                          ;eca;RR_STAID000014;01d;13.008055556;47.789166667;430
000015;;AT;;;;SONNBLICK (TAWES)                           ;eca;RR_STAID000015;01d;12.957500000;47.054166667;3109
000016;;AT;;;;WIEN-HOHE WARTE                             ;eca;RR_STAID000016;01d;16.356388889;48.248333333;198
000021;;HR;;;;ZAGREB-GRIC                                 ;eca;RR_STAID000021;01d;15.978055556;45.816666667;156
000022;;CY;;;;AMIANDOS                                    ;eca;RR_STAID000022;01d;32.916666667;34.933055556;1360
000023;;CY;;;;LARNACA                                     ;eca;RR_STAID000023;01d;33.633055556;34.883055556;1
000024;;CY;;;;LIMASSOL                                    ;eca;RR_STAID000024;01d;33.049722222;34.666666667;5
000025;;CY;;;;NICOSIA                                     ;eca;RR_STAID000025;01d;33.350000000;35.166666667;160
000026;;CY;;;;POLIS                                       ;eca;RR_STAID000026;01d;32.433055556;35.033055556;20
000027;;CZ;;;;PRAHA-KLEMENTINUM                           ;eca;RR_STAID000027;01d;14.416388889;50.086388889;190
000028;;FI;;;;HELSINKI KAISANIEMI                         ;eca;RR_STAID000028;01d;24.947777778;60.175000000;4
000029;;FI;;;;JYVASKYLA LENTOASEMA                        ;eca;RR_STAID000029;01d;25.678333333;62.401944444;139
000030;;FI;;;;SODANKYLA. LAPIN ILMATIET. TUTK.KESKUS      ;eca;RR_STAID000030;01d;26.633055556;67.365833333;179
000031;;FR;;;;MARSEILLE OBS. PALAIS-LONCHAMP              ;eca;RR_STAID000031;01d;5.396666667;43.305000000;75
000032;;FR;;;;BOURGES                                     ;eca;RR_STAID000032;01d;2.359444444;47.059166667;161
000033;;FR;;;;TOULOUSE-BLAGNAC                            ;eca;RR_STAID000033;01d;1.378888889;43.620833333;151
000034;;FR;;;;BORDEAUX-MERIGNAC                           ;eca;RR_STAID000034;01d;-0.691388889;44.830555556;47
000036;;FR;;;;PERPIGNAN                                   ;eca;RR_STAID000036;01d;2.872777778;42.736944444;42
000037;;FR;;;;LYON - ST EXUPERY                           ;eca;RR_STAID000037;01d;5.077777778;45.726388889;235
000039;;FR;;;;MARIGNANE                                   ;eca;RR_STAID000039;01d;5.215833333;43.437777778;9
000040;;DE;;;;BAMBERG                                     ;eca;RR_STAID000040;01d;10.921666667;49.875277778;240
000041;;DE;;;;BERLIN-DAHLEM                               ;eca;RR_STAID000041;01d;13.301666667;52.463888889;51
000042;;DE;;;;BREMEN                                      ;eca;RR_STAID000042;01d;8.799166667;53.046388889;4
000043;;DE;;;;DRESDEN WAHNSDORF                           ;eca;RR_STAID000043;01d;13.683055556;51.116666667;246
000044;;DE;;;;FRANKFURT                                   ;eca;RR_STAID000044;01d;8.598333333;50.046388889;112
000045;;DE;;;;HALLE                                       ;eca;RR_STAID000045;01d;11.950555556;51.514444444;93
000046;;DE;;;;HAMBURG BERGEDORF                           ;eca;RR_STAID000046;01d;10.242777778;53.480555556;35
000047;;DE;;;;HAMBURG FUHLSBUETTEL                        ;eca;RR_STAID000047;01d;9.990000000;53.635000000;11
000048;;DE;;;;HOHENPEISSENBERG                            ;eca;RR_STAID000048;01d;11.011666667;47.801666667;977
000049;;DE;;;;JENA STERNWARTE                             ;eca;RR_STAID000049;01d;11.584166667;50.926666667;155
000050;;DE;;;;KAISERSLAUTERN                              ;eca;RR_STAID000050;01d;7.736666667;49.425277778;285
000051;;DE;;;;KARLSRUHE                                   ;eca;RR_STAID000051;01d;8.365000000;49.039166667;112
000052;;DE;;;;MUENCHEN                                    ;eca;RR_STAID000052;01d;11.544166667;48.164166667;515
000053;;DE;;;;MUENSTER                                    ;eca;RR_STAID000053;01d;7.591388889;51.950555556;62
000054;;DE;;;;POTSDAM                                     ;eca;RR_STAID000054;01d;13.063888889;52.383333333;81
000055;;DE;;;;SCHWERIN                                    ;eca;RR_STAID000055;01d;11.388333333;53.644166667;59
000056;;DE;;;;STUTTGART                                   ;eca;RR_STAID000056;01d;9.182500000;48.770277778;401
000058;;DE;;;;ZUGSPITZE                                   ;eca;RR_STAID000058;01d;10.986666667;47.421944444;2964
000059;;GR;;;;CORFU                                       ;eca;RR_STAID000059;01d;19.916666667;39.616666667;11
000060;;GR;;;;HELLINIKON                                  ;eca;RR_STAID000060;01d;23.750000000;37.900000000;10
000061;;GR;;;;HERAKLION                                   ;eca;RR_STAID000061;01d;25.183055556;35.333055556;39
000062;;GR;;;;LARISSA                                     ;eca;RR_STAID000062;01d;22.450000000;39.650000000;72
000063;;GR;;;;METHONI                                     ;eca;RR_STAID000063;01d;21.700000000;36.833055556;51
000064;;HU;;;;BUDAPEST                                    ;eca;RR_STAID000064;01d;19.020555556;47.510833333;153
000065;;IS;;;;DALATANGI                                   ;eca;RR_STAID000065;01d;-13.575555556;65.268055556;9
000066;;IS;;;;REYKJAVIK                                   ;eca;RR_STAID000066;01d;-21.902500000;64.126944444;52
000067;;IS;;;;STYKKISHOLMUR                               ;eca;RR_STAID000067;01d;-22.733333333;65.073888889;13
000068;;IS;;;;TEIGARHORN                                  ;eca;RR_STAID000068;01d;-14.343888889;64.675833333;14
000069;;IS;;;;VESTMANNAEYJAR                              ;eca;RR_STAID000069;01d;-20.283055556;63.400000000;118
000070;;RU;;;;ALEKSANDROV GAJ                             ;eca;RR_STAID000070;01d;48.550000000;50.150000000;23
000071;;RU;;;;ARXANGEL'SK                                 ;eca;RR_STAID000071;01d;40.733055556;64.500000000;8
000072;;RU;;;;ARMAVIR                                     ;eca;RR_STAID000072;01d;41.116666667;44.983055556;158
000073;;RU;;;;ASTRAXAN'                                   ;eca;RR_STAID000073;01d;47.983055556;46.283055556;-22
000074;;RU;;;;ELAT'MA                                     ;eca;RR_STAID000074;01d;41.766666667;54.950000000;132
000075;;RU;;;;XOSEDA-XARD                                 ;eca;RR_STAID000075;01d;59.383055556;67.083055556;82
000076;;RU;;;;IZEVSK                                      ;eca;RR_STAID000076;01d;53.450000000;56.833055556;155
000077;;RU;;;;KALININGRAD                                 ;eca;RR_STAID000077;01d;20.616666667;54.700000000;20
000078;;RU;;;;KANDALAKSHA                                 ;eca;RR_STAID000078;01d;32.350000000;67.150000000;26
000079;;RU;;;;KEM'-PORT                                   ;eca;RR_STAID000079;01d;34.816388889;64.983055556;7
000080;;RU;;;;KURSK                                       ;eca;RR_STAID000080;01d;36.166666667;51.766666667;246
000081;;RU;;;;KOJNAS                                      ;eca;RR_STAID000081;01d;47.650000000;64.750000000;63
000082;;RU;;;;KOSTROMA                                    ;eca;RR_STAID000082;01d;40.850000000;57.733055556;125
000083;;RU;;;;KOTLAS                                      ;eca;RR_STAID000083;01d;46.716666667;61.266666667;55
000084;;RU;;;;KRASNOUFIMSK                                ;eca;RR_STAID000084;01d;57.783055556;56.650000000;205
000085;;RU;;;;SANKT-PETERBURG                             ;eca;RR_STAID000085;01d;30.300000000;59.966666667;3
000086;;RU;;;;MURMANSK                                    ;eca;RR_STAID000086;01d;33.049722222;68.966666667;57
000087;;RU;;;;MOSKVA VDNX                                 ;eca;RR_STAID000087;01d;37.616666667;55.833055556;147
000088;;RU;;;;NAR'YAN-MAR                                 ;eca;RR_STAID000088;01d;53.033055556;67.633055556;10
000089;;RU;;;;UFA                                         ;eca;RR_STAID000089;01d;55.833055556;54.716666667;104
000090;;RU;;;;ONEGA                                       ;eca;RR_STAID000090;01d;38.116666667;63.900000000;11
000091;;RU;;;;ORENBURG                                    ;eca;RR_STAID000091;01d;55.100000000;51.683055556;115
000092;;RU;;;;PAVELE����                                    ;eca;RR_STAID000092;01d;39.250000000;53.783055556;209
000094;;RU;;;;PECHORA                                     ;eca;RR_STAID000094;01d;57.100000000;65.116666667;53
000095;;RU;;;;PSKOV                                       ;eca;RR_STAID000095;01d;28.333055556;57.816666667;43
000096;;RU;;;;SARATOV                                     ;eca;RR_STAID000096;01d;45.033055556;51.566666667;151
000097;;RU;;;;SMOLENSK                                    ;eca;RR_STAID000097;01d;32.066666667;54.750000000;236
000098;;RU;;;;SORTAVALA                                   ;eca;RR_STAID000098;01d;30.716666667;61.716666667;17
000099;;RU;;;;SY'KTY'VKAR                                 ;eca;RR_STAID000099;01d;50.866666667;61.666666667;116
000100;;RU;;;;TAMBOV                                      ;eca;RR_STAID000100;01d;41.500000000;52.800000000;127
000101;;RU;;;;TROI����KO-PECHORSKOE                         ;eca;RR_STAID000101;01d;56.200000000;62.700000000;134
000102;;RU;;;;UST'-CIL'MA                                 ;eca;RR_STAID000102;01d;52.266666667;65.433055556;78
000103;;RU;;;;VELIKIE LUKI                                ;eca;RR_STAID000103;01d;30.616666667;56.350000000;97
000104;;RU;;;;VY'TEGRA                                    ;eca;RR_STAID000104;01d;36.450000000;61.016666667;55
000105;;RU;;;;VOLOGDA                                     ;eca;RR_STAID000105;01d;39.916666667;59.316666667;125
000106;;DK;;;;HAMMER ODDE FYR                             ;eca;RR_STAID000106;01d;14.771666667;55.297777778;7
000107;;DK;;;;VESTERVIG                                   ;eca;RR_STAID000107;01d;8.331666667;56.779166667;21
000108;;DK;;;;GRONBAEK-ALLINGSKOVGARD                     ;eca;RR_STAID000108;01d;9.616666667;56.283055556;25
000109;;DK;;;;NORDBY (FANO)                               ;eca;RR_STAID000109;01d;8.400000000;55.450000000;4
000110;;DK;;;;STORE JYNDEVAD                              ;eca;RR_STAID000110;01d;9.133055556;54.900000000;16
000111;;DK;;;;TINGLEV                                     ;eca;RR_STAID000111;01d;9.250000000;54.933055556;23
000112;;DK;;;;BRODERUP                                    ;eca;RR_STAID000112;01d;9.270000000;54.900000000;23
000113;;DK;;;;TRANEBJERG                                  ;eca;RR_STAID000113;01d;10.600000000;55.850000000;11
000114;;DK;;;;KOEBENHAVN - METEOROLOGISK INSTITUT         ;eca;RR_STAID000114;01d;12.566666667;55.716666667;8
000115;;DK;;;;KOEBENHAVN: BOTANISK HAVE                   ;eca;RR_STAID000115;01d;12.583055556;55.683055556;6
000116;;DK;;;;KOEBENHAVN: LANDBOHOJSKOLEN-1               ;eca;RR_STAID000116;01d;12.533055556;55.683055556;9
000117;;DK;;;;HAMMER ODDE FYR-1                           ;eca;RR_STAID000117;01d;14.783055556;55.300000000;11
000118;;DK;;;;SANDVIG                                     ;eca;RR_STAID000118;01d;14.783055556;55.283055556;13
000119;;DK;;;;LANDBOHOEJSKOLEN                            ;eca;RR_STAID000119;01d;12.543888889;55.685833333;7
000120;;IE;;;;BIRR                                        ;eca;RR_STAID000120;01d;-7.876388889;53.090277778;70
000121;;IE;;;;DUBLIN PHOENIX PARK                         ;eca;RR_STAID000121;01d;-6.319166667;53.363888889;49
000122;;IE;;;;MALIN HEAD                                  ;eca;RR_STAID000122;01d;-7.340000000;55.371666667;21
000123;;IE;;;;VALENTIA OBSERVATORY                        ;eca;RR_STAID000123;01d;-10.221944444;51.939444444;9
000124;;IL;;;;TEL AVIV SEDE DOV                           ;eca;RR_STAID000124;01d;34.783055556;32.100000000;4
000126;;IL;;;;TEL AVIV SEDE DOV-1                         ;eca;RR_STAID000126;01d;34.766666667;32.100000000;4
000128;;IL;;;;TEL AVIV READING                            ;eca;RR_STAID000128;01d;34.783055556;32.100000000;3
000130;;IL;;;;HAR KENAAN                                  ;eca;RR_STAID000130;01d;35.500000000;32.966666667;934
000132;;IL;;;;JERUSALEM CENTRAL                           ;eca;RR_STAID000132;01d;35.216666667;31.766666667;815
000135;;IL;;;;JERUSALEM ST. ANNE                          ;eca;RR_STAID000135;01d;35.233055556;31.783055556;740
000136;;IL;;;;JERUSALEM OLD CITY                          ;eca;RR_STAID000136;01d;35.216666667;31.766666667;760
000137;;IL;;;;BEER SHEVA                                  ;eca;RR_STAID000137;01d;34.816388889;31.250000000;280
000138;;IL;;;;BEER SHEVA-1                                ;eca;RR_STAID000138;01d;34.783055556;31.233055556;270
000142;;IL;;;;ELAT                                        ;eca;RR_STAID000142;01d;34.950000000;29.550000000;12
000143;;IL;;;;ELAT-1                                      ;eca;RR_STAID000143;01d;34.950000000;29.550000000;20
000144;;NL;;;;WEST TERSCHELLING                           ;eca;RR_STAID000144;01d;5.216666667;53.366666667;7
000145;;NL;;;;DE KOOY-1                                   ;eca;RR_STAID000145;01d;4.783055556;52.916666667;0
000146;;NL;;;;DEN HELDER-1                                ;eca;RR_STAID000146;01d;4.750000000;52.933055556;0
000147;;NL;;;;GRONINGEN-1                                 ;eca;RR_STAID000147;01d;6.600000000;53.183055556;1
000148;;NL;;;;TER APEL                                    ;eca;RR_STAID000148;01d;7.066666667;52.883055556;11
000149;;NL;;;;HOORN                                       ;eca;RR_STAID000149;01d;5.066666667;52.650000000;-1
000150;;NL;;;;HEERDE                                      ;eca;RR_STAID000150;01d;6.050000000;52.400000000;6
000151;;NL;;;;HOOFDDORP                                   ;eca;RR_STAID000151;01d;4.700000000;52.316666667;-3
000152;;NL;;;;DE BILT-1                                   ;eca;RR_STAID000152;01d;5.183055556;52.100000000;2
000153;;NL;;;;WINTERSWIJK                                 ;eca;RR_STAID000153;01d;6.700000000;51.983055556;34
000154;;NL;;;;KERKWERVE                                   ;eca;RR_STAID000154;01d;3.866666667;51.683055556;6
000155;;NL;;;;WESTDORPE-1                                 ;eca;RR_STAID000155;01d;3.866666667;51.216666667;1
000156;;NL;;;;AXEL                                        ;eca;RR_STAID000156;01d;3.916666667;51.283055556;2
000157;;NL;;;;OUDENBOSCH                                  ;eca;RR_STAID000157;01d;4.533055556;51.566666667;1
000158;;NL;;;;ROERMOND                                    ;eca;RR_STAID000158;01d;5.966666667;51.183055556;19
000161;;NL;;;;DE KOOY                                     ;eca;RR_STAID000161;01d;4.780833333;52.926666667;1
000162;;NL;;;;DE BILT                                     ;eca;RR_STAID000162;01d;5.179444444;52.098888889;1
000164;;NL;;;;EELDE                                       ;eca;RR_STAID000164;01d;6.584444444;53.123333333;5
000166;;NL;;;;VLISSINGEN                                  ;eca;RR_STAID000166;01d;3.595555556;51.441388889;8
000168;;NL;;;;MAASTRICHT                                  ;eca;RR_STAID000168;01d;5.761666667;50.905277778;114
000169;;IT;;;;BOLOGNA                                     ;eca;RR_STAID000169;01d;11.345833333;44.500000000;53
000170;;IT;;;;FERRARA                                     ;eca;RR_STAID000170;01d;11.620833333;44.832500000;15
000171;;IT;;;;GENOA                                       ;eca;RR_STAID000171;01d;8.926388889;44.414444444;55
000172;;IT;;;;MANTOVA                                     ;eca;RR_STAID000172;01d;10.796666667;45.158055556;46
000173;;IT;;;;MILAN                                       ;eca;RR_STAID000173;01d;9.189166667;45.471666667;150
000174;;IT;;;;BRINDISI                                    ;eca;RR_STAID000174;01d;17.933055556;40.633055556;10
000176;;IT;;;;ROMA CIAMPINO                               ;eca;RR_STAID000176;01d;12.583055556;41.783055556;105
000177;;IT;;;;VERONA VILLAFRANCA                          ;eca;RR_STAID000177;01d;10.866666667;45.383055556;68
000178;;NO;;;;BARKESTAD                                   ;eca;RR_STAID000178;01d;14.800000000;68.816666667;3
000179;;NO;;;;BJOERNOEYA                                  ;eca;RR_STAID000179;01d;19.016666667;74.516666667;16
000180;;NO;;;;LIEN I SELBU                                ;eca;RR_STAID000180;01d;11.115555556;63.208888889;255
000181;;NO;;;;MESTAD I ODDERNES                           ;eca;RR_STAID000181;01d;7.890555556;58.215277778;151
000182;;NO;;;;NEDSTRAND                                   ;eca;RR_STAID000182;01d;5.800000000;59.350000000;55
000183;;NO;;;;NORD ODAL                                   ;eca;RR_STAID000183;01d;11.560277778;60.388333333;147
000184;;NO;;;;HALDEN                                      ;eca;RR_STAID000184;01d;11.388333333;59.122500000;8
000185;;NO;;;;SUOLOVUOPMI                                 ;eca;RR_STAID000185;01d;23.531666667;69.588055556;377
000186;;NO;;;;SVALBARD AIRPORT                            ;eca;RR_STAID000186;01d;15.466666667;78.250000000;28
000187;;NO;;;;HOPEN                                       ;eca;RR_STAID000187;01d;25.066666667;76.500000000;6
000188;;NO;;;;GLOMFJORD                                   ;eca;RR_STAID000188;01d;13.983055556;66.816666667;39
000189;;NO;;;;JAN MAYEN                                   ;eca;RR_STAID000189;01d;-8.666666667;70.933055556;10
000190;;NO;;;;KARASJOK                                    ;eca;RR_STAID000190;01d;25.503055556;69.466666667;129
000191;;NO;;;;KJOEREMSGRENDE                              ;eca;RR_STAID000191;01d;9.050000000;62.100000000;626
000192;;NO;;;;FAERDER FYR                                 ;eca;RR_STAID000192;01d;10.530000000;59.026666667;6
000193;;NO;;;;OSLO BLINDERN                               ;eca;RR_STAID000193;01d;10.720555556;59.942777778;94
000194;;NO;;;;UTSIRA FYR                                  ;eca;RR_STAID000194;01d;4.878055556;59.307777778;55
000195;;NO;;;;VARDOE                                      ;eca;RR_STAID000195;01d;31.084444444;70.366944444;14
000196;;NO;;;;NESBYEN-SKOGLUND                            ;eca;RR_STAID000196;01d;9.121666667;60.568333333;167
000197;;NO;;;;BULKEN                                      ;eca;RR_STAID000197;01d;6.223333333;60.645833333;323
000198;;LV;;;;GULBENE                                     ;eca;RR_STAID000198;01d;26.716666667;57.133055556;141
000199;;LV;;;;LIEPAJA                                     ;eca;RR_STAID000199;01d;21.016666667;56.483055556;7
000200;;LT;;;;KAUNAS                                      ;eca;RR_STAID000200;01d;23.833055556;54.883055556;77
000201;;LT;;;;KLAIPEDA                                    ;eca;RR_STAID000201;01d;21.066666667;55.733055556;6
000202;;LT;;;;VILNIUS                                     ;eca;RR_STAID000202;01d;25.100000000;54.633055556;156
000203;;LU;;;;LUXEMBOURG AIRPORT                          ;eca;RR_STAID000203;01d;6.203333333;49.625833333;376
000204;;PL;;;;BIALYSTOK                                   ;eca;RR_STAID000204;01d;23.161944444;53.106944444;148
000205;;PL;;;;HEL                                         ;eca;RR_STAID000205;01d;18.811666667;54.603333333;1
000206;;PL;;;;POZNAN                                      ;eca;RR_STAID000206;01d;18.660277778;52.199444444;115
000207;;PL;;;;RZESZOW JASIONKA                            ;eca;RR_STAID000207;01d;22.041944444;50.110555556;206
000208;;PL;;;;SZCZECIN                                    ;eca;RR_STAID000208;01d;14.622777778;53.395277778;1
000209;;PL;;;;WARSZAWA-OKECIE                             ;eca;RR_STAID000209;01d;20.960833333;52.162777778;107
000210;;PL;;;;WROCLAW                                     ;eca;RR_STAID000210;01d;16.899722222;51.103055556;120
000211;;PT;;;;BEJA                                        ;eca;RR_STAID000211;01d;-7.866944444;38.025555556;246
000212;;PT;;;;BRAGANCA                                    ;eca;RR_STAID000212;01d;-6.742777778;41.803333333;690
000213;;PT;;;;COIMBRA / INST. GEOFIS.                     ;eca;RR_STAID000213;01d;-8.455000000;40.213055556;26
000214;;PT;;;;LISBOA GEOFISICA                            ;eca;RR_STAID000214;01d;-9.149166667;38.718888889;77
000215;;PT;;;;PORTO                                       ;eca;RR_STAID000215;01d;-8.678888889;41.231666667;67
000216;;PT;;;;TAVIRA                                      ;eca;RR_STAID000216;01d;-7.650000000;37.116666667;25
000217;;RO;;;;ARAD                                        ;eca;RR_STAID000217;01d;21.350000000;46.133055556;116
000218;;RO;;;;BAIA MARE                                   ;eca;RR_STAID000218;01d;23.500000000;47.666666667;216
000219;;RO;;;;BUCURESTI-BANEASA                           ;eca;RR_STAID000219;01d;26.083055556;44.516666667;90
000220;;RO;;;;BUZAU                                       ;eca;RR_STAID000220;01d;26.850000000;45.133055556;97
000221;;RO;;;;CALARASI                                    ;eca;RR_STAID000221;01d;27.333055556;44.200000000;18
000222;;RO;;;;CLUJ NAPOCA                                 ;eca;RR_STAID000222;01d;23.566666667;46.783055556;410
000223;;RO;;;;DROBETA TURNU SEVERIN                       ;eca;RR_STAID000223;01d;22.633055556;44.633055556;77
000224;;RO;;;;TG JIU                                      ;eca;RR_STAID000224;01d;23.266666667;45.033055556;203
000225;;RO;;;;TURNU MAGURELE                              ;eca;RR_STAID000225;01d;24.883055556;43.750000000;30
000226;;RO;;;;VARFU OMUL                                  ;eca;RR_STAID000226;01d;25.450000000;45.450000000;2504
000227;;SK;;;;HURBANOVO                                   ;eca;RR_STAID000227;01d;18.183055556;47.866666667;115
000228;;SI;;;;LJUBLJANA BEZIGRAD                          ;eca;RR_STAID000228;01d;14.512500000;46.065555556;299
000229;;ES;;;;BADAJOZ/TALAVERA LA REAL                    ;eca;RR_STAID000229;01d;-6.829166667;38.883055556;185
000230;;ES;;;;MADRID - RETIRO                             ;eca;RR_STAID000230;01d;-3.678055556;40.411666667;667
000231;;ES;;;;MALAGA AEROPUERTO                           ;eca;RR_STAID000231;01d;-4.488055556;36.666666667;7
000232;;ES;;;;NAVACERRADA                                 ;eca;RR_STAID000232;01d;-4.010277778;40.780555556;1894
000233;;ES;;;;SALAMANCA AEROPUERTO                        ;eca;RR_STAID000233;01d;-5.498055556;40.959166667;790
000234;;ES;;;;SAN SEBASTIAN - IGUELDO                     ;eca;RR_STAID000234;01d;-2.039166667;43.307500000;251
000235;;ES;;;;TORREVIEJA                                  ;eca;RR_STAID000235;01d;-0.710555556;37.976944444;1
000236;;ES;;;;TORTOSA - OBSERVATORIO DEL EBRO             ;eca;RR_STAID000236;01d;0.491388889;40.820555556;44
000237;;ES;;;;VALENCIA                                    ;eca;RR_STAID000237;01d;-0.366388889;39.480555556;11
000238;;ES;;;;ZARAGOZA AEROPUERTO                         ;eca;RR_STAID000238;01d;-1.008055556;41.661666667;247
000239;;CH;;;;BASEL BINNINGEN                             ;eca;RR_STAID000239;01d;7.583055556;47.533055556;316
000240;;CH;;;;GENEVE COINTRIN                             ;eca;RR_STAID000240;01d;6.133055556;46.250000000;420
000241;;CH;;;;GENEVE OBSERVATOIRE                         ;eca;RR_STAID000241;01d;6.150000000;46.200000000;405
000242;;CH;;;;LUGANO                                      ;eca;RR_STAID000242;01d;8.966666667;46.000000000;273
000243;;CH;;;;SAENTIS                                     ;eca;RR_STAID000243;01d;9.350000000;47.250000000;2502
000244;;CH;;;;ZUERICH/FLUNTERN                            ;eca;RR_STAID000244;01d;8.566666667;47.383055556;555
000246;;TR;;;;ANKARA                                      ;eca;RR_STAID000246;01d;32.883055556;39.950000000;890
000247;;TR;;;;ERZURUM                                     ;eca;RR_STAID000247;01d;41.283055556;39.900000000;1869
000251;;UA;;;;FEODOSIIA                                   ;eca;RR_STAID000251;01d;35.383055556;45.033055556;22
000252;;UA;;;;KIEV                                        ;eca;RR_STAID000252;01d;30.533055556;50.400000000;166
000253;;UA;;;;LUGANSK                                     ;eca;RR_STAID000253;01d;39.250000000;48.566666667;59
000254;;UA;;;;NIKOLAEV                                    ;eca;RR_STAID000254;01d;31.983055556;46.966666667;49
000255;;UA;;;;POLTAVA                                     ;eca;RR_STAID000255;01d;34.566388889;49.600000000;160
000262;;RS;;;;NIS                                         ;eca;RR_STAID000262;01d;21.900000000;43.333055556;201
000263;;RS;;;;BELGRADE (OBSERVATORY)                      ;eca;RR_STAID000263;01d;20.466666667;44.800000000;132
000264;;NO;;;;OKSOEY FYR                                  ;eca;RR_STAID000264;01d;8.050555556;58.066666667;9
000265;;NO;;;;BERGEN FLORIDA                              ;eca;RR_STAID000265;01d;5.333055556;60.383055556;12
000266;;NO;;;;BODOE VI                                    ;eca;RR_STAID000266;01d;14.358888889;67.266944444;11
000267;;RO;;;;BUCURESTI FILARET                           ;eca;RR_STAID000267;01d;26.100000000;44.416666667;82
000268;;EE;;;;VORU                                        ;eca;RR_STAID000268;01d;27.019166667;57.845833333;82
000269;;EE;;;;VILSANDI                                    ;eca;RR_STAID000269;01d;21.815277778;58.383055556;6
000270;;MK;;;;PRILEP                                      ;eca;RR_STAID000270;01d;21.566666667;41.333055556;673
000271;;GB;;;;ARMAGH                                      ;eca;RR_STAID000271;01d;-6.650000000;54.350000000;62
000272;;GB;;;;ESKDALEMUIR                                 ;eca;RR_STAID000272;01d;-3.200000000;55.316666667;242
000273;;GB;;;;HULL                                        ;eca;RR_STAID000273;01d;-0.356388889;53.755555556;2
000274;;GB;;;;RADCLIFFE METEOROLOGICAL STATION OXFORD     ;eca;RR_STAID000274;01d;-1.263888889;51.760833333;63
000275;;GB;;;;WICK                                        ;eca;RR_STAID000275;01d;-3.083055556;58.450000000;36
000276;;BA;;;;SARAJEVO                                    ;eca;RR_STAID000276;01d;18.422777778;43.867777778;630
000277;;AL;;;;TIRANA                                      ;eca;RR_STAID000277;01d;19.783055556;41.333055556;89
000278;;DZ;;;;ALGER-DAR EL BEIDA                          ;eca;RR_STAID000278;01d;3.250000000;36.716666667;24
000279;;LU;;;;ALTRIER                                     ;eca;RR_STAID000279;01d;6.320000000;49.740000000;391
000280;;LU;;;;ARSDORF_1                                   ;eca;RR_STAID000280;01d;5.849166667;49.860000000;419
000281;;LU;;;;BELVAUX                                     ;eca;RR_STAID000281;01d;5.930000000;49.510000000;340
000282;;LU;;;;BETTBORN-PRATZ                              ;eca;RR_STAID000282;01d;5.940000000;49.800000000;300
000283;;LU;;;;CALMUS                                      ;eca;RR_STAID000283;01d;5.970000000;49.730000000;295
000284;;LU;;;;CLERVAUX-HAUTBELLAIN                        ;eca;RR_STAID000284;01d;6.030000000;50.050000000;465
000285;;LU;;;;ERMSDORF                                    ;eca;RR_STAID000285;01d;6.210000000;49.830000000;250
000286;;LU;;;;KEHMEN-DIEKIRCH                             ;eca;RR_STAID000286;01d;6.030000000;49.900000000;488
000287;;LU;;;;KOERICH_1                                   ;eca;RR_STAID000287;01d;5.945277778;49.679166667;262
000288;;LU;;;;LORENTZWEILER                               ;eca;RR_STAID000288;01d;6.140000000;49.700000000;237
000289;;AM;;;;YEREVAN                                     ;eca;RR_STAID000289;01d;44.500000000;40.200000000;1113
000290;;PT;;;;EXTREMO                                     ;eca;RR_STAID000290;01d;-8.470000000;41.960000000;380
000291;;PT;;;;PONTE DE LIMA                               ;eca;RR_STAID000291;01d;-8.590000000;41.770000000;15
000292;;PT;;;;BARCELOS                                    ;eca;RR_STAID000292;01d;-8.619722222;41.530000000;25
000293;;PT;;;;AMARANTE                                    ;eca;RR_STAID000293;01d;-8.070000000;41.270000000;90
000294;;PT;;;;CAMPI                                       ;eca;RR_STAID000294;01d;-8.220000000;40.680000000;446
000295;;PT;;;;AGUIAR DA BEIRA                             ;eca;RR_STAID000295;01d;-7.540000000;40.810000000;670
000296;;PT;;;;ALMEIDINHA                                  ;eca;RR_STAID000296;01d;-7.130000000;40.600000000;815
